master_id,canonical_id,chapter_no,chapter_title,section_no,section_title,source_entry_title,source_file,source_status,source_page_start,notes
YK-0103,YKC-0101,2,ハタ・ヨガの紹介,2.6,ハタ・ヨガ、その成功と失敗,ヨガの道の成功の要因（サーダカ・タットヴァsādhaka tattva）,10.5ヨガ本第2章ハタ・ヨガの紹介 ＿チェック済.docx,checked,,
YK-0069,YKC-0102,2,ハタ・ヨガの紹介,2.7,チャクラの概念,アナーハタ・チャクラ（心臓のチャクラ）,10.5ヨガ本第2章ハタ・ヨガの紹介 ＿チェック済.docx,checked,,
YK-0071,YKC-0103,2,ハタ・ヨガの紹介,2.7,チャクラの概念,アージニャー・チャクラ（眉間のチャクラ）,10.5ヨガ本第2章ハタ・ヨガの紹介 ＿チェック済.docx,checked,,
YK-0074,YKC-0104,2,ハタ・ヨガの紹介,2.7,チャクラの概念,サハスラーラ・チャクラ（頭頂のチャクラ）,10.5ヨガ本第2章ハタ・ヨガの紹介 ＿チェック済.docx,checked,,
YK-0079,YKC-0105,2,ハタ・ヨガの紹介,2.7,チャクラの概念,スヴァーディシュターナ・チャクラ（仙骨のチャクラ）,10.5ヨガ本第2章ハタ・ヨガの紹介 ＿チェック済.docx,checked,,
YK-0082,YKC-0106,2,ハタ・ヨガの紹介,2.7,チャクラの概念,チャクラの概念,10.5ヨガ本第2章ハタ・ヨガの紹介 ＿チェック済.docx,checked,,
YK-0094,YKC-0107,2,ハタ・ヨガの紹介,2.7,チャクラの概念,ビンドゥ・チャクラ（ララーナ・チャクラ、マナス・チャクラ）10,10.5ヨガ本第2章ハタ・ヨガの紹介 ＿チェック済.docx,checked,,
YK-0096,YKC-0108,2,ハタ・ヨガの紹介,2.7,チャクラの概念,マニプーラ・チャクラ（太陽神経叢）,10.5ヨガ本第2章ハタ・ヨガの紹介 ＿チェック済.docx,checked,,
YK-0099,YKC-0109,2,ハタ・ヨガの紹介,2.7,チャクラの概念,ムーラーダーラ・チャクラ（根底のチャクラ）,10.5ヨガ本第2章ハタ・ヨガの紹介 ＿チェック済.docx,checked,,
YK-0109,YKC-0110,2,ハタ・ヨガの紹介,2.7,チャクラの概念,ヴィシュッダ・チャクラ（喉のチャクラ）,10.5ヨガ本第2章ハタ・ヨガの紹介 ＿チェック済.docx,checked,,
YK-0072,YKC-0111,2,ハタ・ヨガの紹介,2.8,ガタとガタ・シュッディの概念,ガタとガタ・シュッディの概念,10.5ヨガ本第2章ハタ・ヨガの紹介 ＿チェック済.docx,checked,,
YK-0077,YKC-0112,2,ハタ・ヨガの紹介,2.9,シャット・クリヤー、その目的と効果,シャット・カルマの一般的な恩恵,10.5ヨガ本第2章ハタ・ヨガの紹介 ＿チェック済.docx,checked,,
YK-0078,YKC-0113,2,ハタ・ヨガの紹介,2.9,シャット・クリヤー、その目的と効用,シャット・クリヤー、その目的と効用,10.5ヨガ本第2章ハタ・ヨガの紹介 ＿チェック済.docx,checked,,
YK-0078,YKC-0113,2,ハタ・ヨガの紹介,2.9,シャット・クリヤー、その目的と効果,シャット・クリヤー、その目的と効果,10.5ヨガ本第2章ハタ・ヨガの紹介 ＿チェック済.docx,checked,,
YK-0078,YKC-0113,8,体の関節の知識とヴィヤヤーマ,8.3,シャット・クリヤー,シャット・クリヤー,10.5ヨガ本第8章体の関節の知識とヴャヤーマチェック済み.docx,checked,,
YK-0078,YKC-0113,8,体の関節の知識とヴィヤヤーマ,8.3,シャット・クリヤー（ṣaṭkriyā 六つの浄化法）,シャット・クリヤー（ṣaṭkriyā 六つの浄化法）,10.5ヨガ本第8章体の関節の知識とヴャヤーマチェック済み.docx,checked,,
YK-0130,YKC-0114,3,パタンジャリの『ヨガ・スートラ』序説,3.1,ヨガ、その定義,パタンジャリのアシュタンガ・ヨガの目的,10.5ヨガ本第3章パタンジャリの『ヨガ・スートラ』序説＿チェック済.docx,checked,,
YK-0122,YKC-0115,3,パタンジャリの『ヨガ・スートラ』序説,3.2,チッタとチッタ・ブーミの概念,チッタとチッタ・ブーミの概念,10.5ヨガ本第3章パタンジャリの『ヨガ・スートラ』序説＿チェック済.docx,checked,,
YK-0123,YKC-0116,3,パタンジャリの『ヨガ・スートラ』序説,3.2,チッタとチッタ・ブーミの概念,チッタ・ブーミ,10.5ヨガ本第3章パタンジャリの『ヨガ・スートラ』序説＿チェック済.docx,checked,,
YK-0128,YKC-0117,3,パタンジャリの『ヨガ・スートラ』序説,3.3,チッタ・ヴリッティとチッタ・ヴリッティ・ニローダの方法,チッタ・ヴリッティとチッタ・ヴリッティ・ニローダの方法,10.5ヨガ本第3章パタンジャリの『ヨガ・スートラ』序説＿チェック済.docx,checked,,
YK-0117,YKC-0118,3,パタンジャリの『ヨガ・スートラ』序説,3.4,イーシュヴァラとイーシュヴァラ・プラニダーナの概念,イーシュヴァラとイーシュヴァラ・プラニダーナの概念,10.5ヨガ本第3章パタンジャリの『ヨガ・スートラ』序説＿チェック済.docx,checked,,
YK-0118,YKC-0119,3,パタンジャリの『ヨガ・スートラ』序説,3.4,イーシュヴァラとイーシュヴァラ・プラニダーナの概念,イーシュヴァラ・プラニダーナ,10.5ヨガ本第3章パタンジャリの『ヨガ・スートラ』序説＿チェック済.docx,checked,,possible_cross_chapter_duplicate
YK-0118,YKC-0119,5,ウエルネスのためのヨガ：病気の予防と積極的な健康の促進,5.6,健康な生活のためのヨガの原則,イーシュヴァラ・プラニダーナ,10.5ヨガ本第5章ウエルネスのためのヨガ＿チェック済.docx,checked,,possible_cross_chapter_duplicate
YK-0118,YKC-0119,6,ヨガとストレス・マネジメント,6.7,心理社会的な環境,イーシュヴァラ・プラニダーナ（īśvara-pranidhāna イーシュヴァラへの帰依）,10.5ヨガ本第6章ヨガとストレス・マネジメント＿チェック済.docx,checked,,
YK-0126,YKC-0120,3,パタンジャリの『ヨガ・スートラ』序説,3.5,チッタ・ヴィクシェーパ,チッタ・ヴィクシェーパ,10.5ヨガ本第3章パタンジャリの『ヨガ・スートラ』序説＿チェック済.docx,checked,,
YK-0129,YKC-0121,3,パタンジャリの『ヨガ・スートラ』序説,3.5,チッタ・ヴィクシェーパ,パタンジャリの『ヨガ・スートラ』I.30 vyādi-styāna-samśaya-,10.5ヨガ本第3章パタンジャリの『ヨガ・スートラ』序説＿チェック済.docx,checked,,
YK-0125,YKC-0122,3,パタンジャリの『ヨガ・スートラ』序説,3.6,チッタ・プラサーダナの概念,チッタ・プラサーダナの概念,10.5ヨガ本第3章パタンジャリの『ヨガ・スートラ』序説＿チェック済.docx,checked,,
YK-0119,YKC-0123,3,パタンジャリの『ヨガ・スートラ』序説,3.7,クレーシャ、ヨガにおけるその意義,クレーシャ、ヨガにおけるその意義,10.5ヨガ本第3章パタンジャリの『ヨガ・スートラ』序説＿チェック済.docx,checked,,
YK-0114,YKC-0124,3,パタンジャリの『ヨガ・スートラ』序説,3.8,アシュタンガ・ヨガ、その目的と意義と効果,アシュタンガ・ヨガ、その目的と意義と効果,10.5ヨガ本第3章パタンジャリの『ヨガ・スートラ』序説＿チェック済.docx,checked,,
YK-0115,YKC-0125,3,パタンジャリの『ヨガ・スートラ』序説,3.8,アシュタンガ・ヨガ、その目的と意義と効果,アステーヤ（asteya 不盗）：物質的なものだけでなく非物質的なものも盗まないこと,10.5ヨガ本第3章パタンジャリの『ヨガ・スートラ』序説＿チェック済.docx,checked,,
YK-0116,YKC-0126,3,パタンジャリの『ヨガ・スートラ』序説,3.8,アシュタンガ・ヨガ、その目的と意義と効果,アパリグラハ（aparigraha 不貪）：ものを所有したり蓄えたりしないこと,10.5ヨガ本第3章パタンジャリの『ヨガ・スートラ』序説＿チェック済.docx,checked,,
YK-0120,YKC-0127,3,パタンジャリの『ヨガ・スートラ』序説,3.8,アシュタンガ・ヨガ、その目的と意義と効果,サティヤ（satya 正直）：真実を語る、噓をつかないこと,10.5ヨガ本第3章パタンジャリの『ヨガ・スートラ』序説＿チェック済.docx,checked,,
YK-0124,YKC-0128,3,パタンジャリの『ヨガ・スートラ』序説,3.8,アシュタンガ・ヨガ、その目的と意義と効果,チッタ・ブーミ：集中という面から見た心の状態,10.5ヨガ本第3章パタンジャリの『ヨガ・スートラ』序説＿チェック済.docx,checked,,
YK-0127,YKC-0129,3,パタンジャリの『ヨガ・スートラ』序説,3.8,アシュタンガ・ヨガ、その目的と意義と効果,チッタ・ヴィクシェーパ：心の散漫。チッタ = 心の場。ヴィクシェーパ = 散漫、散乱）,10.5ヨガ本第3章パタンジャリの『ヨガ・スートラ』序説＿チェック済.docx,checked,,
YK-0121,YKC-0130,3,パタンジャリの『ヨガ・スートラ』序説,3.8,アシュタンガ・ヨガ、その目的と意義と効果,チッタ: 潜在意識的な心（心の場）,10.5ヨガ本第3章パタンジャリの『ヨガ・スートラ』序説＿チェック済.docx,checked,,
YK-0131,YKC-0131,3,パタンジャリの『ヨガ・スートラ』序説,3.8,アシュタンガ・ヨガ、その目的と意義と効果,プラティヤハーラ（感覚を内側に向けること）,10.5ヨガ本第3章パタンジャリの『ヨガ・スートラ』序説＿チェック済.docx,checked,,
YK-0138,YKC-0132,4,人体解剖学と生理学、ヨガと健康,4.1,人体の器官系,人体の器官系,10.5ヨガ本第4章人体解剖学と生理学、ヨガと健康＿チェック済.docx,checked,,
YK-0139,YKC-0133,4,人体解剖学と生理学、ヨガと健康,4.2,人体の様々な器官系の働き,人体の様々な器官系の働き,10.5ヨガ本第4章人体解剖学と生理学、ヨガと健康＿チェック済.docx,checked,,
YK-0140,YKC-0134,4,人体解剖学と生理学、ヨガと健康,4.2,人体の様々な器官系の働き,内分泌系,10.5ヨガ本第4章人体解剖学と生理学、ヨガと健康＿チェック済.docx,checked,,
YK-0141,YKC-0135,4,人体解剖学と生理学、ヨガと健康,4.2,人体の様々な器官系の働き,呼吸器系,10.5ヨガ本第4章人体解剖学と生理学、ヨガと健康＿チェック済.docx,checked,,
YK-0148,YKC-0136,4,人体解剖学と生理学、ヨガと健康,4.2,人体の様々な器官系の働き,排泄器系,10.5ヨガ本第4章人体解剖学と生理学、ヨガと健康＿チェック済.docx,checked,,
YK-0149,YKC-0137,4,人体解剖学と生理学、ヨガと健康,4.2,人体の様々な器官系の働き,消化器系,10.5ヨガ本第4章人体解剖学と生理学、ヨガと健康＿チェック済.docx,checked,,
YK-0150,YKC-0138,4,人体解剖学と生理学、ヨガと健康,4.2,人体の様々な器官系の働き,生殖器系,10.5ヨガ本第4章人体解剖学と生理学、ヨガと健康＿チェック済.docx,checked,,
YK-0151,YKC-0139,4,人体解剖学と生理学、ヨガと健康,4.2,人体の様々な器官系の働き,神経系,10.5ヨガ本第4章人体解剖学と生理学、ヨガと健康＿チェック済.docx,checked,,
YK-0152,YKC-0140,4,人体解剖学と生理学、ヨガと健康,4.2,人体の様々な器官系の働き,筋肉系,10.5ヨガ本第4章人体解剖学と生理学、ヨガと健康＿チェック済.docx,checked,,
YK-0154,YKC-0141,4,人体解剖学と生理学、ヨガと健康,4.2,人体の様々な器官系の働き,骨格系,10.5ヨガ本第4章人体解剖学と生理学、ヨガと健康＿チェック済.docx,checked,,
YK-0137,YKC-0142,4,人体解剖学と生理学、ヨガと健康,4.3,感覚器官,五感以外の感覚,10.5ヨガ本第4章人体解剖学と生理学、ヨガと健康＿チェック済.docx,checked,,
YK-0145,YKC-0143,4,人体解剖学と生理学、ヨガと健康,4.3,感覚器官,感覚器官,10.5ヨガ本第4章人体解剖学と生理学、ヨガと健康＿チェック済.docx,checked,,
YK-0146,YKC-0144,4,人体解剖学と生理学、ヨガと健康,4.4,感覚器官と神経と筋肉の協調,感覚器官と神経と筋肉の協調,10.5ヨガ本第4章人体解剖学と生理学、ヨガと健康＿チェック済.docx,checked,,
YK-0147,YKC-0145,4,人体解剖学と生理学、ヨガと健康,4.4,感覚器官の神経筋協調,感覚器官の神経筋協調,10.5ヨガ本第4章人体解剖学と生理学、ヨガと健康＿チェック済.docx,checked,,
YK-0153,YKC-0146,4,人体解剖学と生理学、ヨガと健康,4.5,運動生理学,運動生理学,10.5ヨガ本第4章人体解剖学と生理学、ヨガと健康＿チェック済.docx,checked,,
YK-0143,YKC-0147,4,人体解剖学と生理学、ヨガと健康,4.6,恒常性,恒常性,10.5ヨガ本第4章人体解剖学と生理学、ヨガと健康＿チェック済.docx,checked,,
YK-0144,YKC-0148,4,人体解剖学と生理学、ヨガと健康,4.6,恒常性,恒常性の例,10.5ヨガ本第4章人体解剖学と生理学、ヨガと健康＿チェック済.docx,checked,,
YK-0133,YKC-0149,4,人体解剖学と生理学、ヨガと健康,4.7,アーサナとその効用,アーサナとその効用,10.5ヨガ本第4章人体解剖学と生理学、ヨガと健康＿チェック済.docx,checked,,
YK-0134,YKC-0150,4,人体解剖学と生理学、ヨガと健康,4.8,ヨガ実践の限界や禁忌,パタンジャリの『ヨガ・スートラ』（1.30）,10.5ヨガ本第4章人体解剖学と生理学、ヨガと健康＿チェック済.docx,checked,,
YK-0135,YKC-0151,4,人体解剖学と生理学、ヨガと健康,4.8,ヨガ実践の限界や禁忌,ヨガ実践のアンタラーヤ（antarāya 障害）,10.5ヨガ本第4章人体解剖学と生理学、ヨガと健康＿チェック済.docx,checked,,
YK-0136,YKC-0152,4,人体解剖学と生理学、ヨガと健康,4.8,ヨガ実践の限界や禁忌,ヨガ実践の限界や禁忌,10.5ヨガ本第4章人体解剖学と生理学、ヨガと健康＿チェック済.docx,checked,,
YK-0132,YKC-0153,4,人体解剖学と生理学、ヨガと健康,4.9,心理学,『バガヴァット・ギーター』とパタンジャリの『ヨガ・スートラ』の心理学,10.5ヨガ本第4章人体解剖学と生理学、ヨガと健康＿チェック済.docx,checked,,
YK-0142,YKC-0154,4,人体解剖学と生理学、ヨガと健康,4.9,心理学,心理学,10.5ヨガ本第4章人体解剖学と生理学、ヨガと健康＿チェック済.docx,checked,,
YK-0159,YKC-0155,5,ウエルネスのためのヨガ：病気の予防と積極的な健康の促進,5.1,健康とウエルネス,ウエルネス,10.5ヨガ本第5章ウエルネスのためのヨガ＿チェック済.docx,checked,,
YK-0172,YKC-0156,5,ウエルネスのためのヨガ：病気の予防と積極的な健康の促進,5.1,健康とウエルネス,健康とウエルネス,10.5ヨガ本第5章ウエルネスのためのヨガ＿チェック済.docx,checked,,
YK-0173,YKC-0157,5,ウエルネスのためのヨガ：病気の予防と積極的な健康の促進,5.1,健康とウエルネス,健康とウエルネスにおけるヨガの役割,10.5ヨガ本第5章ウエルネスのためのヨガ＿チェック済.docx,checked,,
YK-0178,YKC-0158,5,ウエルネスのためのヨガ：病気の予防と積極的な健康の促進,5.1,健康とウエルネス,心の健康,10.5ヨガ本第5章ウエルネスのためのヨガ＿チェック済.docx,checked,,
YK-0181,YKC-0159,5,ウエルネスのためのヨガ：病気の予防と積極的な健康の促進,5.1,健康とウエルネス,関節の可動性,10.5ヨガ本第5章ウエルネスのためのヨガ＿チェック済.docx,checked,,
YK-0160,YKC-0160,5,ウエルネスのためのヨガ：病気の予防と積極的な健康の促進,5.2,健康と病気のヨガ的概念,サットヴァ・グナを育てる,10.5ヨガ本第5章ウエルネスのためのヨガ＿チェック済.docx,checked,,
YK-0168,YKC-0161,5,ウエルネスのためのヨガ：病気の予防と積極的な健康の促進,5.2,健康と病気のヨガ的概念,ヨガによる体の健康の性質,10.5ヨガ本第5章ウエルネスのためのヨガ＿チェック済.docx,checked,,
YK-0169,YKC-0162,5,ウエルネスのためのヨガ：病気の予防と積極的な健康の促進,5.2,健康と病気のヨガ的概念,ヨガによる心の健康の性質,10.5ヨガ本第5章ウエルネスのためのヨガ＿チェック済.docx,checked,,
YK-0170,YKC-0163,5,ウエルネスのためのヨガ：病気の予防と積極的な健康の促進,5.2,健康と病気のヨガ的概念,ヨガによる精神的な健康の性質,10.5ヨガ本第5章ウエルネスのためのヨガ＿チェック済.docx,checked,,
YK-0171,YKC-0164,5,ウエルネスのためのヨガ：病気の予防と積極的な健康の促進,5.2,健康と病気のヨガ的概念,ヨガ的な健康の概念,10.5ヨガ本第5章ウエルネスのためのヨガ＿チェック済.docx,checked,,
YK-0174,YKC-0165,5,ウエルネスのためのヨガ：病気の予防と積極的な健康の促進,5.2,健康と病気のヨガ的概念,健康と病気のヨガ的概念,10.5ヨガ本第5章ウエルネスのためのヨガ＿チェック済.docx,checked,,
YK-0177,YKC-0166,5,ウエルネスのためのヨガ：病気の予防と積極的な健康の促進,5.2,健康と病気のヨガ的概念,健康な生活のヨガ的概念,10.5ヨガ本第5章ウエルネスのためのヨガ＿チェック済.docx,checked,,
YK-0179,YKC-0167,5,ウエルネスのためのヨガ：病気の予防と積極的な健康の促進,5.2,健康と病気のヨガ的概念,病気のヨガ的な概念,10.5ヨガ本第5章ウエルネスのためのヨガ＿チェック済.docx,checked,,
YK-0180,YKC-0168,5,ウエルネスのためのヨガ：病気の予防と積極的な健康の促進,5.2,健康と病気のヨガ的概念,病気の発生,10.5ヨガ本第5章ウエルネスのためのヨガ＿チェック済.docx,checked,,
YK-0166,YKC-0169,5,ウエルネスのためのヨガ：病気の予防と積極的な健康の促進,5.5,パンチャ・マハーブータの概念,パンチャ・マハーブータの概念,10.5ヨガ本第5章ウエルネスのためのヨガ＿チェック済.docx,checked,,
YK-0166,YKC-0169,5,ウエルネスのためのヨガ：病気の予防と積極的な健康の促進,5.5,パンチャ・マハーブータの概念2,パンチャ・マハーブータの概念2,10.5ヨガ本第5章ウエルネスのためのヨガ＿チェック済.docx,checked,,
YK-0156,YKC-0170,5,ウエルネスのためのヨガ：病気の予防と積極的な健康の促進,5.6,健康な生活のためのヨガの原則,アステーヤ（盗むのをやめること）,10.5ヨガ本第5章ウエルネスのためのヨガ＿チェック済.docx,checked,,
YK-0156,YKC-0170,6,ヨガとストレス・マネジメント,6.7,心理社会的な環境,アステーヤ（asteya 不盗）,10.5ヨガ本第6章ヨガとストレス・マネジメント＿チェック済.docx,checked,,
YK-0157,YKC-0171,5,ウエルネスのためのヨガ：病気の予防と積極的な健康の促進,5.6,健康な生活のためのヨガの原則,アパリグラハ,10.5ヨガ本第5章ウエルネスのためのヨガ＿チェック済.docx,checked,,
YK-0157,YKC-0171,6,ヨガとストレス・マネジメント,6.7,心理社会的な環境,アパリグラハ（aparigraha 不貪）,10.5ヨガ本第6章ヨガとストレス・マネジメント＿チェック済.docx,checked,,
YK-0158,YKC-0172,5,ウエルネスのためのヨガ：病気の予防と積極的な健康の促進,5.6,健康な生活のためのヨガの原則,アヒンサー（非暴力、他者を傷つけない）,10.5ヨガ本第5章ウエルネスのためのヨガ＿チェック済.docx,checked,,
YK-0158,YKC-0172,6,ヨガとストレス・マネジメント,6.7,心理社会的な環境,アヒンサー（ahimsā 非暴力）,10.5ヨガ本第6章ヨガとストレス・マネジメント＿チェック済.docx,checked,,
YK-0161,YKC-0173,5,ウエルネスのためのヨガ：病気の予防と積極的な健康の促進,5.6,健康な生活のためのヨガの原則,サティヤ（真理）,10.5ヨガ本第5章ウエルネスのためのヨガ＿チェック済.docx,checked,,
YK-0161,YKC-0173,6,ヨガとストレス・マネジメント,6.7,心理社会的な環境,サティヤ（satya 真実）,10.5ヨガ本第6章ヨガとストレス・マネジメント＿チェック済.docx,checked,,
YK-0162,YKC-0174,5,ウエルネスのためのヨガ：病気の予防と積極的な健康の促進,5.6,健康な生活のためのヨガの原則,サントーシャ（満足）,10.5ヨガ本第5章ウエルネスのためのヨガ＿チェック済.docx,checked,,
YK-0162,YKC-0174,6,ヨガとストレス・マネジメント,6.7,心理社会的な環境,サントーシャ（santośa 満足）,10.5ヨガ本第6章ヨガとストレス・マネジメント＿チェック済.docx,checked,,
YK-0163,YKC-0175,5,ウエルネスのためのヨガ：病気の予防と積極的な健康の促進,5.6,健康な生活のためのヨガの原則,シャウチャ（浄化）,10.5ヨガ本第5章ウエルネスのためのヨガ＿チェック済.docx,checked,,
YK-0163,YKC-0175,6,ヨガとストレス・マネジメント,6.7,心理社会的な環境,シャウチャ（śauca 清浄）,10.5ヨガ本第6章ヨガとストレス・マネジメント＿チェック済.docx,checked,,
YK-0164,YKC-0176,5,ウエルネスのためのヨガ：病気の予防と積極的な健康の促進,5.6,健康な生活のためのヨガの原則,スヴァディアーヤ,10.5ヨガ本第5章ウエルネスのためのヨガ＿チェック済.docx,checked,,
YK-0165,YKC-0177,5,ウエルネスのためのヨガ：病気の予防と積極的な健康の促進,5.6,健康な生活のためのヨガの原則,タパス（苦行）,10.5ヨガ本第5章ウエルネスのためのヨガ＿チェック済.docx,checked,,
YK-0165,YKC-0177,6,ヨガとストレス・マネジメント,6.7,心理社会的な環境,タパス（tapas 苦行）,10.5ヨガ本第6章ヨガとストレス・マネジメント＿チェック済.docx,checked,,
YK-0167,YKC-0178,5,ウエルネスのためのヨガ：病気の予防と積極的な健康の促進,5.6,健康な生活のためのヨガの原則,ブラフマチャリヤ（独身）,10.5ヨガ本第5章ウエルネスのためのヨガ＿チェック済.docx,checked,,
YK-0167,YKC-0178,6,ヨガとストレス・マネジメント,6.7,心理社会的な環境,ブラフマチャリヤ（brahmacarya 独身）,10.5ヨガ本第6章ヨガとストレス・マネジメント＿チェック済.docx,checked,,
YK-0155,YKC-0179,5,ウエルネスのためのヨガ：病気の予防と積極的な健康の促進,5.6,健康な生活のためのヨガの原則,『ヨガ・スートラ』2.30,10.5ヨガ本第5章ウエルネスのためのヨガ＿チェック済.docx,checked,,
YK-0155,YKC-0179,5,ウエルネスのためのヨガ：病気の予防と積極的な健康の促進,5.6,健康な生活のためのヨガの原則,『ヨガ・スートラ』2.32,10.5ヨガ本第5章ウエルネスのためのヨガ＿チェック済.docx,checked,,
YK-0175,YKC-0180,5,ウエルネスのためのヨガ：病気の予防と積極的な健康の促進,5.6,健康な生活のためのヨガの原則,健康な生活のためのヨガの原則,10.5ヨガ本第5章ウエルネスのためのヨガ＿チェック済.docx,checked,,
YK-0176,YKC-0181,5,ウエルネスのためのヨガ：病気の予防と積極的な健康の促進,5.6,健康な生活のためのヨガ的原則,健康な生活のためのヨガ的原則,10.5ヨガ本第5章ウエルネスのためのヨガ＿チェック済.docx,checked,,
YK-0188,YKC-0182,6,ヨガとストレス・マネジメント,6.1,人間の心,ヨガとその現代的な概念,10.5ヨガ本第6章ヨガとストレス・マネジメント＿チェック済.docx,checked,,
YK-0190,YKC-0183,6,ヨガとストレス・マネジメント,6.1,人間の心,人間の心,10.5ヨガ本第6章ヨガとストレス・マネジメント＿チェック済.docx,checked,,
YK-0192,YKC-0184,6,ヨガとストレス・マネジメント,6.1,人間の心,心理的なプロセス,10.5ヨガ本第6章ヨガとストレス・マネジメント＿チェック済.docx,checked,,
YK-0194,YKC-0185,6,ヨガとストレス・マネジメント,6.2,欲求不満、葛藤、心身症,心身症,10.5ヨガ本第6章ヨガとストレス・マネジメント＿チェック済.docx,checked,,
YK-0195,YKC-0186,6,ヨガとストレス・マネジメント,6.2,欲求不満、葛藤、心身症,欲求不満と葛藤,10.5ヨガ本第6章ヨガとストレス・マネジメント＿チェック済.docx,checked,,
YK-0196,YKC-0187,6,ヨガとストレス・マネジメント,6.2,欲求不満、葛藤、心身症,欲求不満、葛藤、心身症,10.5ヨガ本第6章ヨガとストレス・マネジメント＿チェック済.docx,checked,,
YK-0191,YKC-0188,6,ヨガとストレス・マネジメント,6.3,心と体の関係,心と体の関係,10.5ヨガ本第6章ヨガとストレス・マネジメント＿チェック済.docx,checked,,
YK-0191,YKC-0188,6,ヨガとストレス・マネジメント,6.3,心と体の間の関係,心と体の間の関係,10.5ヨガ本第6章ヨガとストレス・マネジメント＿チェック済.docx,checked,,
YK-0197,YKC-0189,6,ヨガとストレス・マネジメント,6.4,精神衛生におけるヨガの役割,精神衛生におけるヨガの役割,10.5ヨガ本第6章ヨガとストレス・マネジメント＿チェック済.docx,checked,,
YK-0199,YKC-0190,6,ヨガとストレス・マネジメント,6.5,精神衛生：ヨガ的展望,精神衛生：ヨガ的展望,10.5ヨガ本第6章ヨガとストレス・マネジメント＿チェック済.docx,checked,,
YK-0199,YKC-0190,6,ヨガとストレス・マネジメント,6.5,メンタルヘルス：ヨガ的展望,メンタルヘルス：ヨガ的展望,10.5ヨガ本第6章ヨガとストレス・マネジメント＿チェック済.docx,checked,,
YK-0198,YKC-0191,6,ヨガとストレス・マネジメント,6.6,精神衛生のための祈りと瞑想,精神衛生のための祈りと瞑想,10.5ヨガ本第6章ヨガとストレス・マネジメント＿チェック済.docx,checked,,
YK-0198,YKC-0191,6,ヨガとストレス・マネジメント,6.6,メンタルヘルスのための祈りと瞑想,メンタルヘルスのための祈りと瞑想,10.5ヨガ本第6章ヨガとストレス・マネジメント＿チェック済.docx,checked,,
YK-0186,YKC-0192,6,ヨガとストレス・マネジメント,6.7,心理社会的な環境,メンタルヘルス（ヤマとニヤマ）の重要性,10.5ヨガ本第6章ヨガとストレス・マネジメント＿チェック済.docx,checked,,
YK-0193,YKC-0193,6,ヨガとストレス・マネジメント,6.7,心理社会的な環境,心理社会的な環境,10.5ヨガ本第6章ヨガとストレス・マネジメント＿チェック済.docx,checked,,
YK-0182,YKC-0194,6,ヨガとストレス・マネジメント,6.8,ストレスの概念：現代的な見方,ストレスの定義,10.5ヨガ本第6章ヨガとストレス・マネジメント＿チェック済.docx,checked,,
YK-0183,YKC-0195,6,ヨガとストレス・マネジメント,6.8,ストレスの概念 – 現代的な見方,ストレスの概念 – 現代的な見方,10.5ヨガ本第6章ヨガとストレス・マネジメント＿チェック済.docx,checked,,
YK-0183,YKC-0195,6,ヨガとストレス・マネジメント,6.8,ストレスの概念：現代的な見方,ストレスの概念：現代的な見方,10.5ヨガ本第6章ヨガとストレス・マネジメント＿チェック済.docx,checked,,
YK-0187,YKC-0196,6,ヨガとストレス・マネジメント,6.8,ストレスの概念：現代的な見方,ヨガから見たストレス,10.5ヨガ本第6章ヨガとストレス・マネジメント＿チェック済.docx,checked,,
YK-0184,YKC-0197,6,ヨガとストレス・マネジメント,6.9,ヨガの役割：ストレスとライフスタイル・マネジメント,ストレス軽減のためのヨガ,10.5ヨガ本第6章ヨガとストレス・マネジメント＿チェック済.docx,checked,,
YK-0185,YKC-0198,6,ヨガとストレス・マネジメント,6.9,ヨガの役割：ストレスとライフスタイル・マネジメント,セートゥ・バンダーサナ（setu bandhāsana 橋のポーズ）,10.5ヨガ本第6章ヨガとストレス・マネジメント＿チェック済.docx,checked,,
YK-0189,YKC-0199,6,ヨガとストレス・マネジメント,6.9,ヨガの役割 – ストレスとライフスタイル・マネジメント,ヨガの役割 – ストレスとライフスタイル・マネジメント,10.5ヨガ本第6章ヨガとストレス・マネジメント＿チェック済.docx,checked,,
YK-0189,YKC-0199,6,ヨガとストレス・マネジメント,6.9,ヨガの役割：ストレスとライフスタイル・マネジメント,ヨガの役割：ストレスとライフスタイル・マネジメント,10.5ヨガ本第6章ヨガとストレス・マネジメント＿チェック済.docx,checked,,
YK-0201,YKC-0200,7,コミュニケーションの構造,7.1,コミュニケーション・スキル,コミュニケーション・スキル,10.5ヨガ本第7章コミュニケーションの構造＿チェック済.docx,checked,,
YK-0214,YKC-0201,7,コミュニケーションの構造,7.10,動機付けと継続のためのテクニック,動機付けと継続のためのテクニック,10.5ヨガ本第7章コミュニケーションの構造＿チェック済.docx,checked,,
YK-0215,YKC-0202,7,コミュニケーションの構造,7.10,動機付けと継続のテクニック,動機付けと継続のテクニック,10.5ヨガ本第7章コミュニケーションの構造＿チェック済.docx,checked,,
YK-0226,YKC-0203,7,コミュニケーションの構造,7.1,コミュニケーション・スキル,生徒の名前を使う,10.5ヨガ本第7章コミュニケーションの構造＿チェック済.docx,checked,,
YK-0228,YKC-0204,7,コミュニケーションの構造,7.1,コミュニケーション・スキル,言葉によるコミュニケーションの技術,10.5ヨガ本第7章コミュニケーションの構造＿チェック済.docx,checked,,
